Dimensions{widht,height}:
24,13

57,150,151,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,109,110,111,112,113,57,
57,174,175,57,203,57,57,57,57,57,57,57,57,57,57,57,57,57,133,134,135,136,137,57,
203,198,199,57,57,57,57,57,57,57,57,57,203,57,57,57,57,57,157,158,159,160,161,57,
57,57,201,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,181,182,183,184,185,57,
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,201,205,206,207,208,209,57,
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,
57,150,151,57,57,57,57,57,57,57,57,57,57,57,203,57,57,57,57,57,57,57,57,57,
57,174,175,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,201,57,57,57,
57,198,199,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,
57,57,57,57,57,57,57,57,57,57,57,57,201,57,57,57,57,57,57,57,57,57,57,57,
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,203,57,57,57,57,57,57,57,57,
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,24,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,9,9,9,9,9,9,9,0,0,0,0,0,9,9,0,0,0,0,0,0,32,
0,0,0,0,0,22,23,24,0,0,0,0,0,0,0,22,24,0,22,24,0,0,0,0,
0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,22,0,24,0,0,0,0,0,
0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
0,0,0,0,22,24,0,0,0,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,22,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,
0,0,0,0,2,3,3,3,3,4,0,0,2,3,4,0,0,71,0,0,0,0,0,0,
0,12,12,0,0,0,0,0,0,0,0,0,49,51,53,0,0,95,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,49,51,53,0,0,119,0,0,0,0,0,0,
0,0,0,12,0,0,12,0,0,12,0,0,49,51,53,0,0,23,14,14,14,14,14,0,
0,0,0,0,0,0,0,0,0,0,0,0,49,51,53,0,0,47,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,25,26,51,53,0,0,71,0,0,2,2,2,2,
0,0,0,0,0,0,0,0,0,0,0,49,51,51,53,0,0,95,0,0,0,0,0,0,
0,0,0,0,2,3,3,3,3,3,3,73,74,51,53,0,12,12,12,0,0,0,0,0,
0,0,0,0,0,0,49,51,53,0,0,0,49,51,53,0,0,0,0,0,0,0,0,0,
0,25,3,29,0,0,49,51,53,0,0,0,49,51,53,0,0,0,0,0,2,2,3,4,
0,49,75,100,0,0,49,51,53,0,0,0,49,51,53,0,0,12,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,121,121,0,121,121,0,0,0,0,0,0,121,121,0,0,0,146,0,0,0,
0,0,0,0,145,145,0,145,145,0,0,0,0,0,0,145,145,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,123,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,123,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,123,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,170,194,0,0,0,0,0,170,194,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,193,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,170,0,170,194,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
