14,12

57,57,57,57,57,57,57,57,57,57,57,57,57,57,
57,57,57,57,57,57,57,57,57,57,57,57,57,57,
57,57,57,57,57,57,57,57,57,203,57,57,57,57,
57,57,57,57,57,57,57,57,57,57,57,57,57,57,
57,57,57,57,57,57,150,151,109,110,111,112,113,57,
57,57,57,57,201,57,174,175,133,134,135,136,137,57,
57,57,57,57,57,57,198,199,157,158,159,160,161,57,
57,57,203,57,57,57,57,105,181,182,183,184,185,57,
57,57,57,57,57,57,57,57,205,206,207,208,209,57,
57,57,57,57,57,57,57,57,57,57,57,57,57,57,
57,57,57,57,57,57,57,57,57,57,57,57,57,57,
57,57,57,57,57,57,57,57,57,57,57,57,57,57

0,19,0,0,0,0,0,148,149,0,0,0,0,0,
0,43,0,0,0,0,0,172,173,0,0,0,0,0,
0,69,0,0,0,0,0,196,197,0,0,0,0,0,
0,91,0,0,0,0,0,0,0,0,0,0,0,0,
0,115,0,0,0,0,0,0,0,0,0,0,0,0,
0,19,0,0,0,0,0,0,0,0,0,0,0,0,
0,43,0,0,0,0,0,0,0,0,0,0,0,0,
0,69,0,0,0,0,0,0,0,0,0,0,0,0,
0,91,0,0,0,0,0,0,0,0,0,0,0,0,
0,115,0,0,0,0,0,0,0,0,0,0,0,0,
0,19,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,0,20,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,2,0,0,0,0,2,0,
0,0,2,3,3,4,0,53,15,15,15,15,49,0,
0,13,98,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,105,105,0,0,0,0,0,0,
0,0,0,0,0,0,146,146,0,0,0,0,0,0,
0,0,0,0,0,0,146,146,0,0,0,0,0,0,
0,0,0,0,105,0,170,170,0,0,0,0,0,0,
0,0,0,0,145,0,0,0,0,0,0,0,0,0,
0,0,0,0,145,0,0,145,0,0,0,0,147,0,
0,0,0,0,169,0,0,169,0,0,0,0,171,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0
